year,tournament,opening_date,group,country,rank_by_total_value,coach,player_count,matched_player_count,valued_player_count,before_or_on_valuation_count,after_valuation_count,missing_value_count,value_coverage_percent,total_value_eur,total_value_million_eur,average_value_million_eur,median_value_million_eur,top_player_name,top_player_value_million_eur,source_url
2026,2026 FIFA World Cup,2026-06-11,Group C,Morocco,16,Mohamed Ouahbi,26,24,19,19,0,7,73.1,367400000,367.4,14.1,12,Achraf Hakimi,80,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,2026-06-11,Group D,United States,17,Mauricio Pochettino,26,25,18,18,0,8,69.2,322800000,322.8,12.4,16.5,Christian Pulisic,60,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,2026-06-11,Group B,Switzerland,18,Murat Yakin,26,26,23,23,0,3,88.5,310300000,310.3,11.9,9,Gregor Kobel,40,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,2026-06-11,Group L,Croatia,19,Zlatko Dalić,26,26,24,24,0,2,92.3,307650000,307.7,11.8,7,Joško Gvardiol,70,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,2026-06-11,Group E,Ecuador,20,Sebastián Beccacece,26,25,17,17,0,9,65.4,297600000,297.6,11.4,5,Moisés Caicedo,110,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,2026-06-11,Group J,Austria,21,Ralf Rangnick,26,26,23,23,0,3,88.5,258400000,258.4,9.9,12,Konrad Laimer,32,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,2026-06-11,Group F,Japan,22,Hajime Moriyasu,26,26,20,20,0,6,76.9,224100000,224.1,8.6,10,Takefusa Kubo,30,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,2026-06-11,Group K,Colombia,23,Néstor Lorenzo,26,26,19,19,0,7,73.1,216300000,216.3,8.3,5,Luis Díaz,70,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,2026-06-11,Group C,Scotland,24,Steve Clarke,26,23,23,23,0,3,88.5,202600000,202.6,7.8,3.5,Scott McTominay,45,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,2026-06-11,Group J,Algeria,25,Vladimir Petković,26,23,19,19,0,7,73.1,193800000,193.8,7.5,7,Rayan Aït-Nouri,40,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,2026-06-11,Group L,Ghana,26,Carlos Queiroz,26,24,20,20,0,6,76.9,181100000,181.1,7,3.5,Antoine Semenyo,65,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,2026-06-11,Group B,Canada,27,Jesse Marsch,26,25,14,14,0,12,53.8,159150000,159.2,6.1,8,Alphonso Davies,50,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,2026-06-11,Group A,Czech Republic,28,Miroslav Koubek,26,26,15,15,0,11,57.7,126400000,126.4,4.9,7,Patrik Schick,25,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,2026-06-11,Group A,Mexico,29,Javier Aguirre,26,26,11,11,0,15,42.3,115500000,115.5,4.4,7,Santiago Giménez,40,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,2026-06-11,Group K,DR Congo,30,Sébastien Desabre,26,23,21,21,0,5,80.8,115250000,115.3,4.4,2.5,Yoane Wissa,28,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,2026-06-11,Group G,Egypt,31,Hossam Hassan,26,17,9,9,0,17,34.6,112000000,112,4.3,3,Omar Marmoush,65,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,2026-06-11,Group D,Paraguay,32,Gustavo Alfaro,26,22,11,11,0,15,42.3,110500000,110.5,4.3,8.5,Diego Gómez,25,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,2026-06-11,Group A,South Korea,33,Hong Myung-bo,26,26,12,12,0,14,46.2,96000000,96,3.7,3.3,Kim Min-jae,25,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,2026-06-11,Group B,Bosnia and Herzegovina,34,Sergej Barbarez,26,25,17,17,0,9,65.4,76350000,76.4,2.9,3,Ermedin Demirović,22,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,2026-06-11,Group C,Haiti,35,Sébastien Migné,26,18,15,15,0,11,57.7,54050000,54.1,2.1,1.6,Wilson Isidor,18,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,2026-06-11,Group K,Uzbekistan,36,Fabio Cannavaro,26,20,8,8,0,18,30.8,51550000,51.6,2,1.3,Abdukodir Khusanov,35,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,2026-06-11,Group H,Cape Verde,37,Bubista,26,17,13,13,0,13,50,36775000,36.8,1.4,1,Logan Costa,18,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,2026-06-11,Group F,Tunisia,38,Sabri Lamouchi (first match) / Hervé Renard (remaining matches),26,19,12,12,0,14,46.2,36200000,36.2,1.4,2.3,Montassar Talbi,7,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,2026-06-11,Group E,Curaçao,39,Dick Advocaat,26,25,22,22,0,4,84.6,34425000,34.4,1.3,0.8,Tahith Chong,6,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,2026-06-11,Group D,Australia,40,Tony Popovic,26,26,16,16,0,10,61.5,34050000,34.1,1.3,1.4,Nestory Irankunda,6,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,2026-06-11,Group G,New Zealand,41,Darren Bazeley,26,26,14,14,0,12,53.8,22375000,22.4,0.9,0.8,Chris Wood,8,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,2026-06-11,Group G,Iran,42,Amir Ghalenoei,26,15,14,14,0,12,53.8,20375000,20.4,0.8,1.1,Mohammad Mohebi,3.5,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,2026-06-11,Group L,Panama,43,Thomas Christiansen,26,22,6,6,0,20,23.1,15200000,15.2,0.6,1,Michael Amir Murillo,10,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,2026-06-11,Group A,South Africa,44,Hugo Broos,26,21,1,1,0,25,3.8,13000000,13,0.5,13,Lyle Foster,13,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,2026-06-11,Group B,Qatar,45,Julen Lopetegui,26,21,4,4,0,22,15.4,8300000,8.3,0.3,1.8,Akram Afif,4.5,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,2026-06-11,Group I,Iraq,46,Graham Arnold,26,23,7,7,0,19,26.9,7500000,7.5,0.3,0.6,Zidane Iqbal,3,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,2026-06-11,Group H,Saudi Arabia,47,Georgios Donis,26,26,3,3,0,23,11.5,5650000,5.7,0.2,2,Saud Abdulhamid,3,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,2026-06-11,Group J,Jordan,48,Jamal Sellami,26,17,0,0,0,26,0,0,0,0,,,,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
