year,country,player_name,birth_date,position,squad_club,match_status,match_confidence,match_reason,transfermarkt_player_id,transfermarkt_name,value_eur,valuation_date,squad_source_url
2006,Australia,Craig Moore,1975-12-12,DF,Newcastle United,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Australia,Tim Cahill,1979-12-06,MF,Everton,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Australia,Jason Culina,1980-08-05,MF,PSV Eindhoven,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Australia,Tony Popovic,1973-07-04,DF,Crystal Palace,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Australia,Brett Emerton,1979-02-22,DF,Blackburn Rovers,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Australia,Josip Skoko,1975-12-10,MF,Wigan Athletic,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Australia,Mark Viduka,1975-10-09,FW,Middlesbrough,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Australia,Harry Kewell,1978-09-22,FW,Liverpool,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Australia,Stan Lazaridis,1972-08-16,DF,Birmingham City,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Australia,Ante Covic,1975-06-13,GK,Hammarby,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Australia,Vince Grella,1979-10-05,MF,Parma,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Australia,Scott Chipperfield,1975-12-30,MF,Basel,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Australia,John Aloisi,1976-02-05,FW,Alavés,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Australia,Michael Beauchamp,1981-03-08,DF,Central Coast Mariners,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Australia,Archie Thompson,1978-10-23,FW,Melbourne Victory,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Australia,Zeljko Kalac,1972-12-16,GK,AC Milan,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Australia,Joshua Kennedy,1982-08-20,FW,Dynamo Dresden,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Australia,Mile Sterjovski,1979-05-27,MF,Basel,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Australia,Mark Bresciano,1980-02-11,MF,Parma,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Brazil,Emerson,1976-04-04,MF,Juventus,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Brazil,Roberto Carlos,1973-04-10,DF,Real Madrid,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Brazil,Adriano,1982-02-17,FW,Inter Milan,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Brazil,Ronaldo,1976-09-22,FW,Real Madrid,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Brazil,Ronaldinho,1980-03-21,MF,Barcelona,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Brazil,Zé Roberto,1974-07-06,MF,Bayern Munich,matched,0.7,unique_name,305428,Zé Roberto,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Brazil,Rogério Ceni,1973-01-22,GK,São Paulo,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Brazil,Gilberto,1976-04-25,DF,Hertha BSC,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Brazil,Gilberto Silva,1976-10-07,MF,Arsenal,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Brazil,Mineiro,1975-08-02,MF,São Paulo,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Brazil,Juninho Pernambucano,1975-01-30,MF,Lyon,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Brazil,Ricardinho,1976-05-23,MF,Corinthians,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Croatia,Josip Šimunić,1978-02-18,DF,Hertha BSC,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Croatia,Robert Kovač,1974-04-06,DF,Juventus,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Croatia,Igor Tudor,1978-04-16,DF,Juventus,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Croatia,Jurica Vranješ,1980-01-31,MF,Werder Bremen,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Croatia,Dario Šimić,1975-11-12,DF,AC Milan,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Croatia,Marko Babić,1981-01-28,DF,Bayer Leverkusen,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Croatia,Dado Pršo,1974-11-05,FW,Rangers,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Croatia,Niko Kovač,1971-10-15,MF,Hertha BSC,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Croatia,Mario Tokić,1975-06-23,DF,Austria Wien,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Croatia,Joey Didulica,1977-10-14,GK,Austria Wien,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Croatia,Stjepan Tomas,1976-03-06,DF,Galatasaray,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Croatia,Jerko Leko,1980-04-09,MF,Dynamo Kyiv,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Croatia,Boško Balaban,1978-10-15,FW,Club Brugge,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Croatia,Ivan Bošnjak,1979-02-06,FW,Dinamo Zagreb,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Croatia,Tomislav Butina,1974-03-30,GK,Club Brugge,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Japan,Seigo Narazaki,1976-04-15,GK,Nagoya Grampus Eight,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Japan,Teruyuki Moniwa,1981-09-08,DF,FC Tokyo,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Japan,Yūichi Komano,1981-07-25,DF,Sanfrecce Hiroshima,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Japan,Yasuhito Endō,1980-01-28,MF,Gamba Osaka,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Japan,Tsuneyasu Miyamoto,1977-02-07,DF,Gamba Osaka,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Japan,Kōji Nakata,1979-07-09,DF,Basel,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Japan,Hidetoshi Nakata,1977-01-22,MF,Fiorentina,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Japan,Mitsuo Ogasawara,1979-04-05,MF,Kashima Antlers,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Japan,Naohiro Takahara,1979-06-04,FW,Hamburger SV,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Japan,Shunsuke Nakamura,1978-06-24,MF,Celtic,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Japan,Seiichiro Maki,1980-08-07,FW,JEF United,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Japan,Yoichi Doi,1973-07-25,GK,FC Tokyo,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Japan,Atsushi Yanagisawa,1977-05-27,FW,Kashima Antlers,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Japan,Alessandro Santos,1977-07-20,DF,Urawa Red Diamonds,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Japan,Takashi Fukunishi,1976-09-01,MF,Júbilo Iwata,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Japan,Masashi Oguro,1980-05-04,FW,Grenoble,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Japan,Junichi Inamoto,1979-09-18,MF,West Bromwich Albion,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Japan,Shinji Ono,1979-09-27,MF,Urawa Red Diamonds,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Japan,Keisuke Tsuboi,1979-09-16,DF,Urawa Red Diamonds,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Japan,Keiji Tamada,1980-04-11,FW,Nagoya Grampus Eight,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Japan,Akira Kaji,1980-01-13,DF,Gamba Osaka,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Japan,Yuji Nakazawa,1978-02-25,DF,Yokohama F. Marinos,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Japan,Yoshikatsu Kawaguchi,1975-08-15,GK,Júbilo Iwata,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,France,Claude Makélélé,1973-02-18,MF,Chelsea,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,France,Vikash Dhorasoo,1973-10-10,MF,Paris Saint-Germain,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,France,Zinedine Zidane,1972-06-23,MF,Real Madrid,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,France,Sylvain Wiltord,1974-05-10,FW,Lyon,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,France,Thierry Henry,1977-08-17,FW,Arsenal,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,France,Mikaël Silvestre,1977-08-09,DF,Manchester United,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,France,Lilian Thuram,1972-01-01,DF,Juventus,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,France,Fabien Barthez,1971-06-28,GK,Marseille,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,France,Willy Sagnol,1977-03-18,DF,Bayern Munich,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,France,David Trezeguet,1977-10-15,FW,Juventus,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,France,Pascal Chimbonda,1979-02-21,DF,Wigan Athletic,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,France,Grégory Coupet,1972-12-31,GK,Lyon,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,South Korea,Lee Woon-jae,1973-04-26,GK,Suwon Samsung Bluewings,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,South Korea,Kim Young-chul,1976-06-30,DF,Seongnam Ilhwa Chunma,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,South Korea,Kim Dong-jin,1982-01-29,DF,FC Seoul,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,South Korea,Choi Jin-cheul,1971-03-26,DF,Jeonbuk Hyundai Motors,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,South Korea,Kim Nam-il,1977-03-14,MF,Suwon Samsung Bluewings,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,South Korea,Kim Jin-kyu,1985-02-16,DF,Júbilo Iwata,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,South Korea,Park Ji-sung,1981-03-30,MF,Manchester United,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,South Korea,Kim Do-heon,1982-07-14,MF,Seongnam Ilhwa Chunma,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,South Korea,Ahn Jung-hwan,1976-01-27,FW,MSV Duisburg,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,South Korea,Seol Ki-hyeon,1979-01-08,FW,Wolverhampton Wanderers,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,South Korea,Lee Young-pyo,1977-04-23,DF,Tottenham Hotspur,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,South Korea,Lee Eul-yong,1975-09-08,MF,Trabzonspor,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,South Korea,Lee Chun-soo,1981-07-09,FW,Ulsan Hyundai Horangi,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,South Korea,Baek Ji-hoon,1985-02-28,MF,FC Seoul,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,South Korea,Chung Kyung-ho,1980-05-22,FW,Gwangju Sangmu Phoenix,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,South Korea,Lee Ho,1984-10-22,MF,Ulsan Hyundai Horangi,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,South Korea,Kim Sang-sik,1976-12-17,DF,Seongnam Ilhwa Chunma,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,South Korea,Cho Jae-jin,1981-07-09,FW,Shimizu S-Pulse,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,South Korea,Kim Yong-dae,1979-10-11,GK,Seongnam Ilhwa Chunma,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,South Korea,Kim Young-kwang,1983-06-28,GK,Jeonnam Dragons,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,South Korea,Song Chong-gug,1979-02-20,DF,Suwon Samsung Bluewings,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,South Korea,Cho Won-hee,1983-04-17,DF,Suwon Samsung Bluewings,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Switzerland,Pascal Zuberbühler,1971-01-08,GK,Basel,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Switzerland,Ludovic Magnin,1979-04-20,DF,VfB Stuttgart,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Switzerland,Xavier Margairaz,1984-01-17,MF,Zürich,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Switzerland,Johann Vogel,1977-03-08,MF,AC Milan,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Switzerland,Ricardo Cabanas,1979-01-17,MF,1. FC Köln,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Switzerland,Raphaël Wicky,1977-04-26,DF,Hamburger SV,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Switzerland,Alexander Frei,1979-07-15,FW,Rennes,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Switzerland,Daniel Gygax,1981-08-28,FW,Lille,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Switzerland,Marco Streller,1981-06-18,FW,1. FC Köln,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Switzerland,Stéphane Grichting,1979-03-30,DF,Auxerre,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Switzerland,David Degen,1983-02-15,MF,Basel,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Switzerland,Christoph Spycher,1978-03-30,DF,Eintracht Frankfurt,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Switzerland,Mauro Lustrinelli,1976-02-26,FW,Sparta Prague,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Switzerland,Patrick Müller,1976-12-17,DF,Lyon,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Switzerland,Hakan Yakin,1977-02-22,MF,Young Boys,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Switzerland,Philipp Degen,1983-02-15,DF,Borussia Dortmund,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Togo,Ouro-Nimini Tchagnirou,1977-12-31,GK,Djoliba,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Togo,Daré Nibombé,1980-06-16,DF,Mons,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Togo,Jean-Paul Abalo,1975-06-26,DF,APOEL,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Togo,Massamasso Tchangai,1978-08-08,DF,Benevento,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Togo,Yao Aziawonou,1979-11-30,MF,Young Boys,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Togo,Moustapha Salifou,1983-06-01,FW,Brest,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Togo,Kuami Agboh,1977-12-28,MF,Beveren,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Togo,Thomas Dossevi,1979-03-06,MF,Valenciennes,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Togo,Chérif Touré Mamam,1978-01-13,MF,Metz,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Togo,Robert Malm,1973-08-21,FW,Brest,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Togo,Eric Akoto,1980-07-20,DF,Admira Wacker,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Togo,Richmond Forson,1980-05-23,DF,Poiré,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Togo,Adékambi Olufadé,1980-01-07,MF,Al-Siliyah,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Togo,Mohamed Kader,1979-04-08,FW,Guingamp,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Togo,Yao Junior Sènaya,1984-04-19,MF,YF Juventus,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Togo,Ludovic Assemoassa,1980-09-18,DF,Ciudad de Murcia,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Togo,Affo Erassa,1983-02-19,FW,Moulins,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Togo,Franck Atsou,1978-08-01,MF,Al Hilal,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Togo,Kodjovi Obilalé,1984-10-08,GK,Étoile Filante,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Togo,Assimiou Touré,1988-01-01,DF,Bayer Leverkusen,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Saudi Arabia,Mohamed Al-Deayea,1972-08-02,GK,Al Hilal,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Saudi Arabia,Ahmed Al-Dokhi,1976-10-25,DF,Al-Ittihad,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Saudi Arabia,Redha Tukar,1975-11-29,DF,Al-Ittihad,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Saudi Arabia,Hamad Al-Montashari,1982-06-22,DF,Al-Ittihad,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Saudi Arabia,Naif Al-Qadi,1979-04-03,DF,Al-Ahli,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Saudi Arabia,Omar Al-Ghamdi,1979-04-11,MF,Al Hilal,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Saudi Arabia,Mohammed Ameen,1980-04-29,MF,Al-Ittihad,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Saudi Arabia,Mohammed Noor,1978-02-26,FW,Al-Ittihad,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Saudi Arabia,Sami Al-Jaber,1972-12-11,FW,Al Hilal,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Saudi Arabia,Mohammad Al-Shalhoub,1980-12-08,MF,Al Hilal,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Saudi Arabia,Saad Al-Harthi,1984-02-03,FW,Al Nassr,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Saudi Arabia,Abdulaziz Al-Khathran,1973-07-31,DF,Al Hilal,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Saudi Arabia,Hussein Abdulghani,1977-01-21,DF,Al-Ahli,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Saudi Arabia,Saud Kariri,1980-07-08,MF,Al-Ittihad,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Saudi Arabia,Ahmed Al-Bahri,1980-09-18,DF,Al Ettifaq,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Saudi Arabia,Khaled Aziz,1981-07-14,MF,Al Hilal,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Saudi Arabia,Mohamed Eid,1987-05-03,DF,Al-Ahli,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Saudi Arabia,Nawaf Al-Temyat,1976-06-28,MF,Al Hilal,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,Saudi Arabia,Mohammad Massad,1983-02-17,DF,Al-Ahli,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
