year,tournament,group,country,team_order,coach,player_count,goalkeepers,defenders,midfielders,forwards,unknown_positions,source_url
2006,2006 FIFA World Cup,Group D,Iran,14,Branko Ivanković,23,3,6,8,6,0,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,Group D,Mexico,15,Ricardo La Volpe,23,3,8,8,4,0,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,Group D,Portugal,16,Luiz Felipe Scolari,23,3,7,9,4,0,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,Group E,Czech Republic,17,Karel Brückner,23,3,7,8,5,0,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,Group E,Ghana,18,Ratomir Dujković,23,3,8,7,5,0,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,Group E,Italy,19,Marcello Lippi,23,3,8,6,6,0,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,Group E,United States,20,Bruce Arena,23,3,7,8,5,0,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,Group F,Australia,21,Guus Hiddink,23,3,8,7,5,0,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,Group F,Brazil,22,Carlos Alberto Parreira,23,3,8,8,4,0,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,Group F,Croatia,23,Zlatko Kranjčar,23,3,8,7,5,0,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,Group F,Japan,24,Zico,23,3,8,7,5,0,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,Group G,France,25,Raymond Domenech,23,3,8,7,5,0,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,Group G,South Korea,26,Dick Advocaat,23,3,8,6,6,0,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,Group G,Switzerland,27,Köbi Kuhn,23,3,8,8,4,0,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,Group G,Togo,28,Otto Pfister,23,3,7,8,5,0,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,Group H,Saudi Arabia,29,Marcos Paquetá,23,3,9,6,5,0,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,Group H,Spain,30,Luis Aragonés,23,3,8,9,3,0,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,Group H,Tunisia,31,Roger Lemerre,23,3,8,8,4,0,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,Group H,Ukraine,32,Oleg Blokhin,23,3,9,5,6,0,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2010,2010 FIFA World Cup,Group A,France,1,Raymond Domenech,23,3,8,7,5,0,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup_squads
2010,2010 FIFA World Cup,Group A,Mexico,2,Javier Aguirre,23,3,9,5,6,0,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup_squads
2010,2010 FIFA World Cup,Group A,South Africa,3,Carlos Alberto Parreira,23,3,8,9,3,0,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup_squads
2010,2010 FIFA World Cup,Group A,Uruguay,4,Óscar Tabárez,23,3,8,7,5,0,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup_squads
2010,2010 FIFA World Cup,Group B,Argentina,5,Diego Maradona,23,3,7,7,6,0,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup_squads
2010,2010 FIFA World Cup,Group B,Greece,6,Otto Rehhagel,23,3,10,5,5,0,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup_squads
2010,2010 FIFA World Cup,Group B,Nigeria,7,Lars Lagerbäck,23,3,7,4,9,0,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup_squads
2010,2010 FIFA World Cup,Group B,South Korea,8,Huh Jung-moo,23,3,8,6,6,0,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup_squads
2010,2010 FIFA World Cup,Group C,Algeria,9,Rabah Saâdane,23,3,8,8,4,0,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup_squads
2010,2010 FIFA World Cup,Group C,England,10,Fabio Capello,23,3,8,8,4,0,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup_squads
2010,2010 FIFA World Cup,Group C,Slovenia,11,Matjaž Kek,23,3,8,6,6,0,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup_squads
2010,2010 FIFA World Cup,Group C,United States,12,Bob Bradley,23,3,7,9,4,0,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup_squads
2010,2010 FIFA World Cup,Group D,Australia,13,Pim Verbeek,23,3,7,9,4,0,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup_squads
2010,2010 FIFA World Cup,Group D,Germany,14,Joachim Löw,23,3,7,9,4,0,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup_squads
2010,2010 FIFA World Cup,Group D,Ghana,15,Milovan Rajevac,23,3,8,8,4,0,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup_squads
2010,2010 FIFA World Cup,Group D,Serbia,16,Radomir Antić,23,3,7,9,4,0,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup_squads
2010,2010 FIFA World Cup,Group E,Cameroon,17,Paul Le Guen,23,3,8,7,5,0,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup_squads
2010,2010 FIFA World Cup,Group E,Denmark,18,Morten Olsen,23,3,7,9,4,0,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup_squads
2010,2010 FIFA World Cup,Group E,Japan,19,Takeshi Okada,23,3,7,7,6,0,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup_squads
2010,2010 FIFA World Cup,Group E,Netherlands,20,Bert van Marwijk,23,3,7,7,6,0,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup_squads
2010,2010 FIFA World Cup,Group F,Italy,21,Marcello Lippi,23,3,7,8,5,0,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup_squads
2010,2010 FIFA World Cup,Group F,New Zealand,22,Ricki Herbert,23,3,7,9,4,0,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup_squads
2010,2010 FIFA World Cup,Group F,Paraguay,23,Gerardo Martino,23,3,8,6,6,0,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup_squads
2010,2010 FIFA World Cup,Group F,Slovakia,24,Vladimír Weiss Sr.,23,3,7,9,4,0,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup_squads
2010,2010 FIFA World Cup,Group G,Brazil,25,Carlos Dunga,23,3,8,8,4,0,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup_squads
2010,2010 FIFA World Cup,Group G,Ivory Coast,26,Sven-Göran Eriksson,23,3,8,7,5,0,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup_squads
2010,2010 FIFA World Cup,Group G,North Korea,27,Kim Jong-hun,23,3,9,6,5,0,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup_squads
2010,2010 FIFA World Cup,Group G,Portugal,28,Carlos Queiroz,23,3,8,9,3,0,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup_squads
2010,2010 FIFA World Cup,Group H,Chile,29,Marcelo Bielsa,23,3,7,8,5,0,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup_squads
2010,2010 FIFA World Cup,Group H,Honduras,30,Reinaldo Rueda,23,3,8,6,6,0,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup_squads
2010,2010 FIFA World Cup,Group H,Spain,31,Vicente del Bosque,23,3,7,9,4,0,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup_squads
2010,2010 FIFA World Cup,Group H,Switzerland,32,Ottmar Hitzfeld,23,3,7,9,4,0,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup_squads
2014,2014 FIFA World Cup,Group A,Brazil,1,Luiz Felipe Scolari,23,3,8,7,5,0,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup_squads
2014,2014 FIFA World Cup,Group A,Cameroon,2,Volker Finke,23,3,7,7,6,0,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup_squads
2014,2014 FIFA World Cup,Group A,Croatia,3,Niko Kovač,23,3,8,6,6,0,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup_squads
2014,2014 FIFA World Cup,Group A,Mexico,4,Miguel Herrera,23,3,8,8,4,0,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup_squads
2014,2014 FIFA World Cup,Group B,Australia,5,Ange Postecoglou,23,3,6,11,3,0,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup_squads
2014,2014 FIFA World Cup,Group B,Chile,6,Jorge Sampaoli,23,3,7,9,4,0,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup_squads
2014,2014 FIFA World Cup,Group B,Netherlands,7,Louis van Gaal,23,3,9,6,5,0,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup_squads
2014,2014 FIFA World Cup,Group B,Spain,8,Vicente del Bosque,23,3,6,10,4,0,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup_squads
2014,2014 FIFA World Cup,Group C,Colombia,9,José Pékerman,23,3,8,7,5,0,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup_squads
2014,2014 FIFA World Cup,Group C,Greece,10,Fernando Santos,23,3,7,9,4,0,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup_squads
2014,2014 FIFA World Cup,Group C,Ivory Coast,11,Sabri Lamouchi,23,3,8,4,8,0,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup_squads
2014,2014 FIFA World Cup,Group C,Japan,12,Alberto Zaccheroni,23,3,8,7,5,0,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup_squads
2014,2014 FIFA World Cup,Group D,Costa Rica,13,Jorge Luis Pinto,23,3,9,7,4,0,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup_squads
2014,2014 FIFA World Cup,Group D,England,14,Roy Hodgson,23,3,7,9,4,0,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup_squads
2014,2014 FIFA World Cup,Group D,Italy,15,Cesare Prandelli,23,3,7,8,5,0,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup_squads
2014,2014 FIFA World Cup,Group D,Uruguay,16,Óscar Tabárez,23,3,8,7,5,0,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup_squads
2014,2014 FIFA World Cup,Group E,Ecuador,17,Reinaldo Rueda,23,3,7,8,5,0,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup_squads
2014,2014 FIFA World Cup,Group E,France,18,Didier Deschamps,23,3,8,8,4,0,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup_squads
2014,2014 FIFA World Cup,Group E,Honduras,19,Luis Fernando Suárez,23,3,7,9,4,0,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup_squads
2014,2014 FIFA World Cup,Group E,Switzerland,20,Ottmar Hitzfeld,23,3,8,8,4,0,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup_squads
2014,2014 FIFA World Cup,Group F,Argentina,21,Alejandro Sabella,23,3,7,8,5,0,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup_squads
2014,2014 FIFA World Cup,Group F,Bosnia and Herzegovina,22,Safet Sušić,23,3,8,9,3,0,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup_squads
2014,2014 FIFA World Cup,Group F,Iran,23,Carlos Queiroz,23,3,11,5,4,0,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup_squads
2014,2014 FIFA World Cup,Group F,Nigeria,24,Stephen Keshi,23,3,7,7,6,0,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup_squads
2014,2014 FIFA World Cup,Group G,Germany,25,Joachim Löw,23,3,9,7,4,0,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup_squads
2014,2014 FIFA World Cup,Group G,Ghana,26,James Kwesi Appiah,23,3,6,10,4,0,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup_squads
2014,2014 FIFA World Cup,Group G,Portugal,27,Paulo Bento,23,3,7,9,4,0,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup_squads
2014,2014 FIFA World Cup,Group G,United States,28,Jürgen Klinsmann,23,3,8,8,4,0,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup_squads
2014,2014 FIFA World Cup,Group H,Algeria,29,Vahid Halilhodžić,23,3,8,9,3,0,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup_squads
2014,2014 FIFA World Cup,Group H,Belgium,30,Marc Wilmots,23,3,8,9,3,0,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup_squads
2014,2014 FIFA World Cup,Group H,Russia,31,Fabio Capello,23,3,9,6,5,0,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup_squads
2014,2014 FIFA World Cup,Group H,South Korea,32,Hong Myung-bo,23,3,8,7,5,0,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup_squads
2018,2018 FIFA World Cup,Group A,Egypt,1,Héctor Cúper,23,3,8,6,6,0,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_squads
2018,2018 FIFA World Cup,Group A,Russia,2,Stanislav Cherchesov,23,3,7,11,2,0,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_squads
2018,2018 FIFA World Cup,Group A,Saudi Arabia,3,Juan Antonio Pizzi,23,3,7,10,3,0,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_squads
2018,2018 FIFA World Cup,Group A,Uruguay,4,Óscar Tabárez,23,3,7,7,6,0,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_squads
2018,2018 FIFA World Cup,Group B,Iran,5,Carlos Queiroz,23,3,7,8,5,0,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_squads
2018,2018 FIFA World Cup,Group B,Morocco,6,Hervé Renard,23,3,6,10,4,0,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_squads
2018,2018 FIFA World Cup,Group B,Portugal,7,Fernando Santos,23,3,8,7,5,0,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_squads
2018,2018 FIFA World Cup,Group B,Spain,8,Fernando Hierro,23,3,8,7,5,0,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_squads
2018,2018 FIFA World Cup,Group C,Australia,9,Bert van Marwijk,23,3,7,5,8,0,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_squads
2018,2018 FIFA World Cup,Group C,Denmark,10,Åge Hareide,23,3,7,6,7,0,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_squads
2018,2018 FIFA World Cup,Group C,France,11,Didier Deschamps,23,3,8,5,7,0,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_squads
2018,2018 FIFA World Cup,Group C,Peru,12,Ricardo Gareca,23,3,8,7,5,0,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_squads
2018,2018 FIFA World Cup,Group D,Argentina,13,Jorge Sampaoli,23,3,8,7,5,0,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_squads
2018,2018 FIFA World Cup,Group D,Croatia,14,Zlatko Dalić,23,3,8,6,6,0,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_squads
2018,2018 FIFA World Cup,Group D,Iceland,15,Heimir Hallgrímsson,23,3,7,10,3,0,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_squads
2018,2018 FIFA World Cup,Group D,Nigeria,16,Gernot Rohr,23,3,8,6,6,0,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_squads
2018,2018 FIFA World Cup,Group E,Brazil,17,Tite,23,3,8,7,5,0,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_squads
2018,2018 FIFA World Cup,Group E,Costa Rica,18,Óscar Ramírez,23,3,9,8,3,0,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_squads
2018,2018 FIFA World Cup,Group E,Serbia,19,Mladen Krstajić,23,3,8,8,4,0,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_squads
2018,2018 FIFA World Cup,Group E,Switzerland,20,Vladimir Petković,23,3,8,8,4,0,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_squads
2018,2018 FIFA World Cup,Group F,Germany,21,Joachim Löw,23,3,8,9,3,0,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_squads
2018,2018 FIFA World Cup,Group F,Mexico,22,Juan Carlos Osorio,23,3,6,8,6,0,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_squads
2018,2018 FIFA World Cup,Group F,South Korea,23,Shin Tae-yong,23,3,10,7,3,0,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_squads
2018,2018 FIFA World Cup,Group F,Sweden,24,Janne Andersson,23,3,8,8,4,0,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_squads
2018,2018 FIFA World Cup,Group G,Belgium,25,Roberto Martínez,23,3,7,8,5,0,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_squads
2018,2018 FIFA World Cup,Group G,England,26,Gareth Southgate,23,3,10,5,5,0,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_squads
2018,2018 FIFA World Cup,Group G,Panama,27,Hernán Darío Gómez,23,3,8,7,5,0,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_squads
2018,2018 FIFA World Cup,Group G,Tunisia,28,Nabil Maâloul,23,3,8,4,8,0,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_squads
2018,2018 FIFA World Cup,Group H,Colombia,29,José Pékerman,23,3,7,8,5,0,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_squads
2018,2018 FIFA World Cup,Group H,Japan,30,Akira Nishino,23,3,8,9,3,0,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_squads
2018,2018 FIFA World Cup,Group H,Poland,31,Adam Nawałka,23,3,7,9,4,0,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_squads
2018,2018 FIFA World Cup,Group H,Senegal,32,Aliou Cissé,23,3,7,5,8,0,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_squads
2022,2022 FIFA World Cup,Group A,Ecuador,1,Gustavo Alfaro,26,3,10,9,4,0,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_squads
2022,2022 FIFA World Cup,Group A,Netherlands,2,Louis van Gaal,26,3,9,7,7,0,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_squads
2022,2022 FIFA World Cup,Group A,Qatar,3,Félix Sánchez,26,3,8,10,5,0,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_squads
2022,2022 FIFA World Cup,Group A,Senegal,4,Aliou Cissé,26,3,10,7,6,0,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_squads
2022,2022 FIFA World Cup,Group B,England,5,Gareth Southgate,26,3,9,8,6,0,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_squads
2022,2022 FIFA World Cup,Group B,Iran,6,Carlos Queiroz,25,4,10,8,3,0,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_squads
2022,2022 FIFA World Cup,Group B,United States,7,Gregg Berhalter,26,3,9,6,8,0,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_squads
2022,2022 FIFA World Cup,Group B,Wales,8,Rob Page,26,3,9,9,5,0,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_squads
2022,2022 FIFA World Cup,Group C,Argentina,9,Lionel Scaloni,26,3,9,8,6,0,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_squads
2022,2022 FIFA World Cup,Group C,Mexico,10,Gerardo Martino,26,3,9,6,8,0,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_squads
2022,2022 FIFA World Cup,Group C,Poland,11,Czesław Michniewicz,26,3,8,11,4,0,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_squads
2022,2022 FIFA World Cup,Group C,Saudi Arabia,12,Hervé Renard,26,3,8,9,6,0,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_squads
2022,2022 FIFA World Cup,Group D,Australia,13,Graham Arnold,26,3,9,6,8,0,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_squads
2022,2022 FIFA World Cup,Group D,Denmark,14,Kasper Hjulmand,26,3,9,9,5,0,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_squads
2022,2022 FIFA World Cup,Group D,France,15,Didier Deschamps,26,3,9,6,8,0,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_squads
2022,2022 FIFA World Cup,Group D,Tunisia,16,Jalel Kadri,26,4,8,7,7,0,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_squads
2022,2022 FIFA World Cup,Group E,Costa Rica,17,Luis Fernando Suárez,26,3,8,12,3,0,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_squads
2022,2022 FIFA World Cup,Group E,Germany,18,Hans-Dieter Flick,26,3,9,9,5,0,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_squads
2022,2022 FIFA World Cup,Group E,Japan,19,Hajime Moriyasu,26,3,8,11,4,0,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_squads
2022,2022 FIFA World Cup,Group E,Spain,20,Luis Enrique,26,3,8,7,8,0,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_squads
2022,2022 FIFA World Cup,Group F,Belgium,21,Roberto Martínez,26,3,6,8,9,0,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_squads
2022,2022 FIFA World Cup,Group F,Canada,22,John Herdman,26,3,7,10,6,0,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_squads
2022,2022 FIFA World Cup,Group F,Croatia,23,Zlatko Dalić,26,3,9,8,6,0,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_squads
2022,2022 FIFA World Cup,Group F,Morocco,24,Walid Regragui,26,3,8,10,5,0,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_squads
2022,2022 FIFA World Cup,Group G,Brazil,25,Tite,26,3,8,6,9,0,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_squads
2022,2022 FIFA World Cup,Group G,Cameroon,26,Rigobert Song,26,3,8,8,7,0,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_squads
2022,2022 FIFA World Cup,Group G,Serbia,27,Dragan Stojković,26,3,7,10,6,0,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_squads
2022,2022 FIFA World Cup,Group G,Switzerland,28,Murat Yakin,26,4,8,10,4,0,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_squads
2022,2022 FIFA World Cup,Group H,Ghana,29,Otto Addo,26,3,9,10,4,0,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_squads
2022,2022 FIFA World Cup,Group H,Portugal,30,Fernando Santos,26,3,8,8,7,0,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_squads
2022,2022 FIFA World Cup,Group H,South Korea,31,Paulo Bento,26,3,9,11,3,0,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_squads
2022,2022 FIFA World Cup,Group H,Uruguay,32,Diego Alonso,26,3,9,8,6,0,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,Group A,Czech Republic,1,Miroslav Koubek,26,3,9,7,7,0,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,Group A,Mexico,2,Javier Aguirre,26,3,7,8,8,0,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,Group A,South Africa,3,Hugo Broos,26,3,10,5,8,0,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,Group A,South Korea,4,Hong Myung-bo,26,3,9,11,3,0,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,Group B,Bosnia and Herzegovina,5,Sergej Barbarez,26,3,8,8,7,0,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,Group B,Canada,6,Jesse Marsch,26,3,9,7,7,0,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,Group B,Qatar,7,Julen Lopetegui,26,3,9,5,9,0,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,Group B,Switzerland,8,Murat Yakin,26,3,8,8,7,0,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,Group C,Brazil,9,Carlo Ancelotti,26,3,8,6,9,0,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,Group C,Haiti,10,Sébastien Migné,26,3,9,5,9,0,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,Group C,Morocco,11,Mohamed Ouahbi,26,3,9,9,5,0,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,Group C,Scotland,12,Steve Clarke,26,3,10,6,7,0,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,Group D,Australia,13,Tony Popovic,26,3,10,5,8,0,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,Group D,Paraguay,14,Gustavo Alfaro,26,3,8,9,6,0,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,Group D,Turkey,15,Vincenzo Montella,26,3,9,5,9,0,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,Group D,United States,16,Mauricio Pochettino,26,3,10,6,7,0,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,Group E,Curaçao,17,Dick Advocaat,26,3,8,7,8,0,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,Group E,Ecuador,18,Sebastián Beccacece,26,3,8,8,7,0,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,Group E,Germany,19,Julian Nagelsmann,26,3,8,11,4,0,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,Group E,Ivory Coast,20,Emerse Faé,26,3,8,6,9,0,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,Group F,Japan,21,Hajime Moriyasu,26,3,9,9,5,0,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,Group F,Netherlands,22,Ronald Koeman,26,3,8,8,7,0,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,Group F,Sweden,23,Graham Potter,26,3,11,7,5,0,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,Group F,Tunisia,24,Sabri Lamouchi (first match) / Hervé Renard (remaining matches),26,3,10,8,5,0,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,Group G,Belgium,25,Rudi Garcia,26,3,9,8,6,0,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,Group G,Egypt,26,Hossam Hassan,26,4,8,7,7,0,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
